,file,sentence
6090,common_voice_mn_18725162,Улсуудын нүүр дээр хэн болохоо харуулж чамайг нэг жаахан шараад орхих юм шүү.
6091,common_voice_mn_18725163,Есдүгээр ангидаа Лхагва багштай физикийн ангид шилжин ирж сурч билээ.
6092,common_voice_mn_18725164,Энэ ямар үнэтэй юм бэ?
6093,common_voice_mn_18725165,Бэхэн Ганжуурыг энэ болон хойд насны буянд айлтгуулна.
6094,common_voice_mn_18725166,Энэхүү байгууллагуудын үйл ажиллагааны хэлбэрийг дараах дөрвөн хэсэгт хуваан үзэж болох юм.
6095,common_voice_mn_18725167,Одоогийн хүүхэд багынхаа явдлыг мартдаггүй нь сайхан юм.
6096,common_voice_mn_18725168,Гэтэл би түүнийг аль хэдийн нэг удаа гомдоочихсон шүү дээ.
6097,common_voice_mn_18725169,Үүнийхээ хэрээр мөнгө ч их олсон.
6098,common_voice_mn_18725170,Ганц хором ч болтугай тэврэх байх гэж хүлээв.
6099,common_voice_mn_18725173,"Төв, Сэлэнгэ аймгуудад хүний амь нас хохирсон ноцтой зам тээврийн ослууд гарчээ."
6100,common_voice_mn_18725176,Соёлоо тэр гурваас салаад дэлгүүр ороод харихаар шийдэн их дэлгүүр зүглэн явлаа.
6101,common_voice_mn_18725180,Би жаахан оройтож ирсэн бол бид хэзээ ч дахин учрахгүй байлаа шүү дээ.
6102,common_voice_mn_18725181,Тэр тал дээр анхаарал хандуулж тусгай дугаар бэлтгэж гаргая гэж ярилцсан.
6103,common_voice_mn_18725182,Би үүнийг онцгой тохиолдолд хэрэглэхээр хадгалах хэрэгтэй болов.
6104,common_voice_mn_18725183,"""""""Лүйжин"""" тавих зан үйлүүдийн талаар тоймлон авч үзье."""
6105,common_voice_mn_18725184,Тэгтэл ч хичээл дуусаж хаврын шалгалт юу юугүй хаяанд ирсэн байлаа.
6106,common_voice_mn_18725185,Гэтэл цооргонын год шиг бүдүүн бүдүүн иш үлдээсэн хов хоосон талбай цайвартан угтаж билээ.
6107,common_voice_mn_18725186,Амралтын өдрөөр ойрхон салхинд гараад тархиа сэргээгээд ирье л дээ.
6108,common_voice_mn_18725187,Ярих арга хамгийн чухал арга мөн.
6109,common_voice_mn_18725189,Яагаад гэвэл энэ клуб танд зориулагдаагүй.
6110,common_voice_mn_18725190,Хэрвээ одоо дахиад баригдвал үхлээ гэсэн үг шүү.
6111,common_voice_mn_18725191,"Орос, Польшийн хоорондын зөрчил, тэндхийн нөхцөл байдал, цаашид аюултай хэлбэрт шилжиж болох юм."
6112,common_voice_mn_18725192,"Идээний дээд цай, эдийн дээд хадгийг эрхэм танаа өргөн золгоё."
6113,common_voice_mn_18725193,Энэ бол хангалуун амьдралын нууц юм.
6114,common_voice_mn_18725204,Хориодхон хоногийн дараа улсын шалгалт эхэлнэ шүү дээ.
6115,common_voice_mn_18725205,Ингэхлээр арай дулаан болж байгаа мэт санагддаг байлаа.
6116,common_voice_mn_18725206,Тэгээд мориноос буугаад газар гишгэхэд улнаас хүйт оргин хайрах шиг болж билээ.
6117,common_voice_mn_18725207,Иймээс юу буруу вэ гэдгийг ялгаж мэдэхгүй болж байна.
6118,common_voice_mn_18725209,Нэг бол тэр тэмдгийг ил гаргаад тавьчихдаг юм билүү.
6119,common_voice_mn_18725211,Яалаа гэж манайхан нэгнийхээ тэмээг хулгайлах вэ дээ.
6120,common_voice_mn_18725214,Хийх юмаа хэнээс ч дутахгүй хийчихнэ.
6121,common_voice_mn_18725216,Тэгээд ч тэр энд тогтох эсэх нь тодорхойгүй.
6122,common_voice_mn_18725217,Гурван жил энд ажиллахдаа би чамаас сайн үг ер сонсож байгаагүй юм байна.
6123,common_voice_mn_18725218,"Ашгүй, манай захирал хот орохдоо хувийн хэргийг минь авчрахаар болов."
6124,common_voice_mn_18725224,"Дэвшилтэт хөдөлгөөнд, орон нутгийн судалгааны Нью-Йоркийн товчоо"
6125,common_voice_mn_18725226,Би ахиад ганц нэг хонох байх.
6126,common_voice_mn_18725227,"""Харин """"сан тахилгын судруудын"""" хувьд мөн л судалгааны баримтынх нь талаас анхаарах зүйлс байдаг."""
6127,common_voice_mn_18725228,Яаж ч хөөж туулаа гэсэн энэ нэгэн бодол сэтгэлээс нь ер холдож өгөхгүй байв.
6128,common_voice_mn_18731220,Стратегийн төлөвлөлт болон өөрчилсөн менежментийн хэв маягууд нь нийтийн менежментийн хоёр салбарын нөлөөг тусгасан.
6129,common_voice_mn_18731221,Аян замд ам хуурайгүй явсаар Борнуур өнгөрч Зүүнхараагийн замд нийллээ.
6130,common_voice_mn_18731222,"Улсын салбарын шинэ удирдлага нэрийн доор менежментийн олон онол, загваруудыг нэгтгэж үздэг."
6131,common_voice_mn_18731223,"""""""Ноднин ийм нэг егзөр өвгөн хашаан дээр тун сүрхий ажилласан юм"""" гэж хэлэв."""
6132,common_voice_mn_18731224,Дээшээ гарах аргагүй зүгээр суугаад байх түүнд хэцүү ажээ.
6133,common_voice_mn_18731225,Тийм учир болох ёстой юм болохоороо л болжээ.
6134,common_voice_mn_18731226,Тэр үдэш оронд орсон хойноо Туяагийн захидлыг арав дахин уншсан юм.
6135,common_voice_mn_18731227,Тэр жинхэнэ яруу найраг туурвиж чадах болов уу?
6136,common_voice_mn_18731228,"Хайр дурлалыг, хүний сэтгэлийг ингэж багцаалах нь үнэнд үл нийцэх худал болдог юм."
6137,common_voice_mn_18731229,Гэхдээ ямар эхний удаа нь ч энэ биш дээ.
6138,common_voice_mn_18731231,Энд чоно гөлөглөдөг юм биш биз дээ гэж бодов.
6139,common_voice_mn_18731232,Би үнэрийг авч чадахгүй байсан юм.
6140,common_voice_mn_18731233,Сүүлчийн хугацааг нь заасан ажлыг гүйцэтгэхдээ ч огт стресст ордоггүй.
6141,common_voice_mn_18731234,Хүүхдүүд ир ирсээр хоёр цаг болоход ангиа цэвэрлэх ажилдаа шуурхайлан шалавлан оржээ.
6142,common_voice_mn_18731235,Хиймэл оюун ухаан бидний амьдралд ямар өөрчлөлт авчирч болох вэ гэдгийг зарим жишээгээр тайлбарлая.
6143,common_voice_mn_18731236,Би тэр цагаас л буруу замаар зүтгэжээ.
6144,common_voice_mn_18731237,Төрөх үед өвдөх эхийнхээ өвдөлтийг хүүхэд мэдэрдэг.
6145,common_voice_mn_18731238,Нэг лам эрдэнийн чулуу авчирч өгсөнгүй юу?
6146,common_voice_mn_18731240,"Жишээлбэл, энгийн тариачин гаралтай Лю Бангийн байгуулсан Хань улс чухам энд түшиглэж зөвтгөгдсөн гэдэг."
6147,common_voice_mn_18731241,Намайг явахыг зөвшөөрнө үү гэж хэллээ.
6148,common_voice_mn_18731242,Дасгалжуулагчийнх нь зардал бүтээгүй учир ердөө уралдах зөвлөгөөгөө аваад л Чех улсыг ганцаараа зорьсон.
6149,common_voice_mn_18731243,Тэр ажлаар чинь л явж байна.
6150,common_voice_mn_18731244,"Эдгээр стратеги, зарчмууд тэр бүр өөрчлөгддөггүй тул давтагддаг мэт харагдах талтай."
6151,common_voice_mn_18731250,"Биеийн бөхөөр нэгийг ялна, сэтгэлийн бөхөөр түмнийг ялна."
6152,common_voice_mn_18731251,Тэнд байсан хоол хүнсний зүйл нь ердөө л нэг уут цай.
6153,common_voice_mn_18731252,Байсан бүх нөөцийг хаа нэг тийш нь аваад явсан.
6154,common_voice_mn_18731254,Ай надад далайн өвчин бүү хүрээсэй.
6155,common_voice_mn_18731255,Хамгийн амттай солонгос хоолны газрыг санал болгооч гэсэн чинь эндхийг зааж өгсөн.
6156,common_voice_mn_18731256,"Хамтын ажиллагааны хүрээнд сургалт, хурал чуулган зохион байгуулж мэдээлэл солилцох зорилготой."
6157,common_voice_mn_18731257,Агуй хав харанхуй давчуухан авч хүн босоогоор явахад багтахуйц ажээ.
6158,common_voice_mn_18731258,Тэнгэрийн олон оддын дундаас монголчууд долоон бурхныг онцгойлон шүтэж ирсэн уламжлалтай.
6159,common_voice_mn_18731259,"Утаагаа арилгах гэсээр улсынхаа төсвийг зараад цэлмэсэн тэнгэргүй, цэмцгэр дарга нартай л үлдээд байна."
6160,common_voice_mn_18731260,"""""""Обама бидэнд туслахын оронд шүүмжилсэн болохоор там руугаа тонил"""" гэж ширүүхэн хэлжээ."""
6161,common_voice_mn_18731261,Норма Жин бол хэв шинжит нийтлэг төрхийн хүүхэн.
6162,common_voice_mn_18731262,"""Нөгөө хүн чанга дуугаар """"Мөргөлөө давт"""" гэхэд Мария хэлсэн ёсоор нь гүйцэтгэв."""
6163,common_voice_mn_18731263,Гэтэл нөхөр нь өчигдөр оройн явдлыг санаж уурлан чанга дуугаар хэллээ.
6164,common_voice_mn_18731264,Тэгтэл гэнэт «Ээж одоохон ороод ирнэ» гэсэн бодол төрөхөд өвдөг нь чичрэв....
6165,common_voice_mn_18731265,Тэд бага үдийн хэрд горхины ойролцоох жижгэвтэр эрэг дээр буудаллан үдлэв.
6166,common_voice_mn_18731266,"Би Должингоос юу ч асууж зүрхлэхгүй, гагцхүү асуусанд нь хариулж явлаа."
6167,common_voice_mn_18731267,Би энэ гэрт чамтай хамт амьдармаар байна гэж би хэлэв.
6168,common_voice_mn_18731269,Энэхүү номын сан үлгэрт гардаг хааны ордныг санагдуулам барилгаараа бусдаас онцгой харагдана.
6169,common_voice_mn_18731270,Түүний ямар нэг баян бүсгүйтэй явалдаж байсан тухай цуу яриа тарсан.
6170,common_voice_mn_18731272,"Хамгийн жижиг цөгцтэй зулын гэрлээс бага, хүжийг цог мэт өчүүхэн биз гэж санав."
6171,common_voice_mn_18748237,Тэр хуруун чинээ хүү чинь биднийг мартчихсан юм болов уу?
6172,common_voice_mn_18748238,Энэ бүхний цаана харанхуй нуугдаж байна.
6173,common_voice_mn_18748239,Шашны байгууллагын зүгээс нийгэм хүмүүнлэгийн үйл ажиллагаа зохион явуулах хэрэгтэй.
6174,common_voice_mn_18748240,Би эхнэрээ өөд болсны дараа ийшээ шилжиж ирсэн хүн.
6175,common_voice_mn_18748241,Шүүх бүрэлдэхүүн арван минут завсарлахаар явлаа гэжээ.
6176,common_voice_mn_18748242,Бусдын анхаарлыг өөртөө татах хязгааргүй хүсэл төрөв.
6177,common_voice_mn_18748243,"Ингээд Болдоггүй Бор өвгөн долоон бор хоньтойгоо, нисдэг бор морьтойгоо амар сайхан жаргажээ."
6178,common_voice_mn_18748244,Хоёр жилийн хойно тэнд хоёр сайхан саглагар мод ургав.
6179,common_voice_mn_18748245,"""Европ төдийгүй Ази тивийнхний томоохон сорил """"Химийн цом""""-оос алтан медаль авлаа."""
6180,common_voice_mn_18748246,"Өглөө эрт босож, хүнсний захаас ногоо аваад хурдхан хоол хийдэг болов."
6181,common_voice_mn_18750284,Инновацын төв хэвээр үлдэх эрмэлзэлтэй л бол бусдаас илүү шаламгай хөдлөх хэрэгтэй.
6182,common_voice_mn_18750287,Хоёр аварга юм дуулгах байх аа.
6183,common_voice_mn_18750288,Халиун зүсэм нь мөн л байгалийн үзэгдэлтэй холбоотойгоор нэрлэгдсэн зүсэм юм.
6184,common_voice_mn_18750290,Арьяабал тэргүүтэн үйлсийн Дандарын бурхдыг амарлингуй бурхад гэнэ.
6185,common_voice_mn_18750292,Үүнээс гадна харь хэлний тааруухан орчуулга эх хэлэнд нян шиг болдог.
6186,common_voice_mn_18750293,Бид таны тухай олон зүйл мэднэ ээ.
6187,common_voice_mn_18750294,Хоол ундных нь талаар эцэг эхэд нь санаа зовох юм алга.
6188,common_voice_mn_18750295,Дэг журам гэдэг чинь дандаа мөхөл дагуулж байдаг юм.
6189,common_voice_mn_18909551,Найзууд болон гэр бүлээсээ мөнгө зээлэх нь хэд хэдэн давуу талуудтай.
6190,common_voice_mn_18909552,Би Сарантай уулзъя гэж бодон бодсоор нэг өдөр тасгийн төв рүү шогшиж билээ.
6191,common_voice_mn_18909553,Ерөнхийдөө амжилтыг барьж аваад явуулахгүй бол амжилт таных болдог.
6192,common_voice_mn_18909555,Би л тэгж сонсоогүй юм байна.
6193,common_voice_mn_18909556,"Эгц бэрх хад руу авирч байхдаа бичлэг хийж, баталгаажуулж, үзэгчидтэйгээ хамт авирахыг хүссэн."
6194,common_voice_mn_18909557,Хүүгийнхээ төлөө гэсэн сэтгэл минь намайг ялтан болголоо.
6195,common_voice_mn_18909559,Чамайг арай хэтрүүлчихжээ муусайн яргачид гэж ус өгсөн хүн хэлэв.
6196,common_voice_mn_18909560,чи уурандаа юу гэж ч хэлж болно.
6197,common_voice_mn_18909561,"За, би хэлсэн хугацаанд чинь яаж ийгээд л амжуулахын төлөө чадахаараа л хичээе."
6198,common_voice_mn_18909563,Хэлэх цаг нь болсон мэт зөн совин хөтөллөө.
6199,common_voice_mn_18909564,"""""""Жинхэнэ үнэнийг саяын гэрэл хэлээд өглөө шүү дээ"""" гэж зүрхэндээ шивнэв."""
6200,common_voice_mn_18909566,"Намартаа Анагаах ухааны дээд сургуульд ороод, тариа хураалтын ажлаар Жаргалантын аж ахуйд явах боллоо."
6201,common_voice_mn_18909568,Багш өөрөө манай веб хуудсаар орж бүртгэлээ баталгаажуулаад программаа онлайнаар татаж авна.
6202,common_voice_mn_18909569,Нэг өдөр морин дээр гарвал маргааш нь ууц нуруу шархираад өвдөөд явчих юм.
6203,common_voice_mn_18909570,Энэхүү төхөөрөмжөөрөө дамжуулан тоглоомын хорхойтнуудыг биеэ хөгжүүлэх боломжоор хангана гэж үзэж байна.
6204,common_voice_mn_18909571,Хонь явдалдаа ядарсан юм чинь хужир шүүтэй газар шөнө сайхан хэвтэж хонох байлгүй.
6205,common_voice_mn_18909572,Эх байгаль нь түүнийг тиймээр бүтээжээ.
6206,common_voice_mn_18909573,"Монголчуудын гол онцлог бол нутаг ус, эцэг эхээ хүндлэн дээдэлдэг явдал юм."
6207,common_voice_mn_18909574,Гэхдээ энэ арга хамгийн шилдэг арга биш.
6208,common_voice_mn_18909575,Хүчдэл бууруулах трансформатор хийх гэж бүтэн долоо хоног боллоо.
6209,common_voice_mn_18909576,"Энэхүү жагсаалд эцэг эхчүүд, иргэд олон нийт, спорт, урлагийнхан нэгдэж буйгаа илэрхийлжээ."
6210,common_voice_mn_18909577,"Түмэн багшийн сургуульд, би үйлдвэрийн техникумд хувиар ёсоор оров."
6211,common_voice_mn_18909578,Саальчин хүүхнүүд хэрэгт дурлан шинэ эмчийн царайг харъя гэсэн бололтой гэрт цувран орж ирцгээнэ.
6212,common_voice_mn_18909579,"Энэ нь илүү хүчтэй, уян хатан, хяналттай хандлага юм."
6213,common_voice_mn_18909580,Баривчилсан тухай нэмж бичихийг захирал тушаасан нь мэдээж.
6214,common_voice_mn_18909586,Шинэ жилийн дараахан жихүүн хүйтэн нэг өдөр амьдралдаа мартамгүй ихээр баярлаж билээ.
6215,common_voice_mn_18909588,Энэ ойтой адилхан гэхдээ арай өөр ой дундуур явж байсан.
6216,common_voice_mn_18909589,Чи ерөөсөө л хар ажлын хүн.
6217,common_voice_mn_18909590,Өөрийнхөө ид шидээр тэр танхимыг илбэдсэн.
6218,common_voice_mn_18909800,Ухаалаг хүн мэдэж байх ёстойгоо эрж хайвал тэнэг хүн шиг харагдах нь бий.
6219,common_voice_mn_18909801,"""Үүнээс зайлсхийхийн тулд бидний эрэлхийлсэн арга бол үгийн санд зөвхөн """"үгийн үндсийг хадгалах"""" юм."""
6220,common_voice_mn_18909802,Гэхдээ дэндүү их юм асуух юм.
6221,common_voice_mn_18909803,Биеийн тамирын донтон бол бол амьдрал хөгжилтэй болно.
6222,common_voice_mn_18909821,Гавал нь хоосон чанарын бэлгэдлийн утга санааг илэрхийлж мөнх бусыг сануулна.
6223,common_voice_mn_18909822,Үүнийгээ л мэргэжил гээд байгаа юм.
6224,common_voice_mn_18909823,Анхаа миний хүү хичээл нь сайн уу?
6225,common_voice_mn_18909824,Нэг удаа маркетингийн зөвлөгөө өгөх хүсэлт авсан удаа бий.
6226,common_voice_mn_18909835,Манай сумын л морь түрүүлэхээс хойш хэний ч хээр гэсэн яадаг юм.
6227,common_voice_mn_18909836,Тэгэхдээ бүр өчүүхэн юмнаас болж үрчийхийг минь яана.
6228,common_voice_mn_18909837,Хээнцэр эхнэр нь эрхэлж гүйцсэн том саарал нохойгоо хөтөлж ирсэн билээ.
6229,common_voice_mn_18909838,Тиймдээ ч ухаантайгаа өөд нар харуулдаггүй байх.
6230,common_voice_mn_18909839,Малчид тохиролцоод өвөлжөө бууцаа ашиглах хэрэгтэй гэсэн зөвлөмжийг орон нутгийн удирдлагуудад өгчээ.
6231,common_voice_mn_18909845,Өөр надаас юу хэрэгтэй юм бэ?
6232,common_voice_mn_18909846,Би та нартай ярилцвал сайн юмсан гэж хэлсэн шүү дээ.
6233,common_voice_mn_18909848,Аавыгаа дурсан ургуулах гэж байгаа юм гэв.
6234,common_voice_mn_18909849,Хүн зөвхөн тодорхойгүй бүрхэг зүйлсээс л айдаг.
6235,common_voice_mn_18982884,Ийнхүү хэлээд хар сахлаа аяганд наан бага шиг балгав.
6236,common_voice_mn_18982885,Та надаас хүүхдүүдийн минь оройн хоолыг мэхлэн аваад явсныг чинь.
6237,common_voice_mn_18982886,"Энэ хуулийг зөрчсөн хүн, хуулийн этгээдэд Зөрчлийн тухай хуульд заасан хариуцлага хүлээлгэнэ."
6238,common_voice_mn_18982887,Өвгөн нь эмгэнээ түүнээс хойш зодохоо байж гэнэ.
6239,common_voice_mn_18982894,Худалдан авалт бол ерөөсөө л тааламжтай сэтгэгдэл төрүүлэх явдал гэдгийг байгууллагууд мэдэрдэг болчхож.
6240,common_voice_mn_18982897,Эмэгтэй хүнийг эмэгтэй хүн шиг хэн ч хайрлахгүй!
6241,common_voice_mn_18982907,Ямар ч гэсэн жил гаран ирээгүй төрөлх хотынхоо байдлыг үзье гэж санав.
6242,common_voice_mn_18982909,"Зөрүүд, ажлын мал мэт хөдөлмөрч, капиталист тэрбумтан автомашины түүхийг үндсээр нь өөрчилж чадсан."
6243,common_voice_mn_18982921,Тэнд очоод бууя гэхэд санаснаар болохгүй.
6244,common_voice_mn_18982939,Нэг өдөр тэр найзуудынхаа нэгний өмнө ухаан алдан унав.
6245,common_voice_mn_18982941,Аз жаргал гэдэг ингээд л ирдэг юм гэж үү хэмээн өөрөөсөө би асуулаа.
6246,common_voice_mn_18982949,"Хотын дээгүүр утаа униар суунаглан, авто хөдөлгөөний нүргээнт чимээ хаа нэгхэн сонсогдоно."
6247,common_voice_mn_18982950,Тэр хоёр бие биенээ шинжин зогсов.
6248,common_voice_mn_18982951,"Гүсэнтүгийн мандлыг сайн сайхан байхад, амьдрал ахуйг дээшлүүлэн, ажил төрлийг бүтээхэд айлтгуулна."
6249,common_voice_mn_18982954,Зарим эцэг эх дэндүү төгс байдлыг хүсдэг.
6250,common_voice_mn_18982955,Намайг хөл дээр минь босгоход тусалсан бүх хүмүүст баярлалаа.
6251,common_voice_mn_18982957,"Хүүхдийнхээ төрсний гэрчилгээний хуулбарыг аваачиж өгөөд, регистрийн дугаараар нь бүртгүүлнэ."
6252,common_voice_mn_18982959,Ганц нэг хүний яавч барах асуудал биш.
6253,common_voice_mn_18982960,"Автомашины радиаторын урд ялаа, шумуул, шавж шигэхээс сэргийлж нарийн тор хийж болно."
6254,common_voice_mn_18982961,Өдөр болгон хайртай гэж хэлдэг зүрх хүчтэй цохилдог.
6255,common_voice_mn_18982963,Зарим булшийг шинэхэн цэцгийн баглаагаар гоёсон байх боловч дийлэнх нь хуучин байх ажээ.
6256,common_voice_mn_18982965,Эсвэл найзтайгаа ийм тусламжийн талаар урьдчилан тохиролцож ч болно.
6257,common_voice_mn_18982967,Тэгээд хүмүүсийн залбирах нь ердийн нэг дуугаралт биш удаан үргэлжлэв.
6258,common_voice_mn_19020653,Гэхдээ баярлаж буйгаа тэрбээр ууган хүүдээ хэлсэнгүй.
6259,common_voice_mn_19020654,Эрүүл мэндийн шалтгааны улмаас цэргийн албанаас чөлөөлөгдөх залуучуудын тоо жилээс жилд буурахгүй байгааг онцлов.
6260,common_voice_mn_19020656,Яагаад гэвэл надад ямар хэцүү байгааг би түүнд харуулахгүй хүсэхгүй.
6261,common_voice_mn_19020662,Би түүнд аяга хатуу дарс өгөхийг тушаав.
6262,common_voice_mn_19020663,Тэр гүн шөнийн цус сорогч шиг харагдах ажээ.
6263,common_voice_mn_19020670,"Түүнээс хойш арваад хоногийн дараа, Сарангаас захиа ирэв."
6264,common_voice_mn_19020671,Манай энэ Сайхан уулын айраг ч аргагүй л анги юмаа.
6265,common_voice_mn_19020672,Эрдэс баялгийн мэргэжлийн зөвлөлийн хуралдаанаар хэлэлцэж баталгаажсан ордуудын нөөцийн тухай баримт бий.
6266,common_voice_mn_19020673,Ном уншихдаа ч гэсэн идэвхтэй бай.
6267,common_voice_mn_19020687,Тэнд хүний анхаарлыг татахгүйгээр амрах гэсэн хүндэт зочдод зориулжээ.
6268,common_voice_mn_19020688,Хотын хойд хэсэг дэх нэг байшингийн тохилогхон тасалгаанд Түмэн бид хоёр суух болов.
6269,common_voice_mn_19020693,"Тэр Гомбоор тоо бодуулж, юм бичүүлж үздэг хэрэг үү."
6270,common_voice_mn_19020698,"Бусдаас хуулахдаа хэлбэрийг нь дуурайгаад, агуулгыг нь орхидог жишиг энд давтагдсан хэрэг."
6271,common_voice_mn_19020699,"""Саран явуут дундаа """"Хүү минь одоо явж байгаа шүү дээ"""" гэж дуулдах төдий хэлэв."""
6272,common_voice_mn_19020703,Тэгээд хүмүүс авч л байдаг юм.
6273,common_voice_mn_19020704,Чи өөрийгөө надаас дээр гэж боддог юм биш биз дээ!
6274,common_voice_mn_19020714,Төлөвлөгөө тасалбал бид түүнээс дор зэмлэл сонсоно.
6275,common_voice_mn_19020717,"Гэвч хоёр хэсэг тасран, хүний толгой шовсхийсэн манхан руу таран давшив."
6276,common_voice_mn_19020723,"Эмайн хүзүүнээс арчдас авч үрэвсэл, шархлаа болон эсийн гаж өөрчлөлтүүдийг тодорхойлдог."
6277,common_voice_mn_19020738,Тэр бээр үр дүнг нотлох тодорхой аргууд нь өгөгдлөөс хангалттай хэмжээгээр үүснэ гэж үзсэн.
6278,common_voice_mn_19020743,Би чамд үнэнээ л хэлж байна.
6279,common_voice_mn_19020752,Илүү ч учраас тэд агнасан анг нь өдөр дараалан булааж авч чадсан хэрэг.
6280,common_voice_mn_19020765,Мөн энд Антоммарки задлан шинжилгээ хийсэн удаатай.
6281,common_voice_mn_19020766,Хэлний тухай олон тодорхойлолт байдаг ч хамгийн ерөнхийгөөр хэл бол хүний харилцааны хэрэглүүр юм.
6282,common_voice_mn_19020767,Ээжийг минь хараад өнөөх чинь бас л улайж хоцорлоо.
6283,common_voice_mn_19020768,Дахин нэг мин дэлбэрч дараа нь гурван мин зэрэг дэлбэрлээ.
6284,common_voice_mn_19020780,Эргээд кодчилж орчуулахад зорьсон хэлнийх нь талаар сурвалж хэлнийхтэй адил мэдлэг хэрэгтэй болно.
6285,common_voice_mn_19020783,Тэр л болж яваа хэрэг биз ээ гэж Дондог хэлээд инээлээ.
6286,common_voice_mn_19020788,Гэхдээ дээгүүр нь ямар нэг томоос том цагаан юм аажуухан хөвж байгаа харагджээ.
6287,common_voice_mn_19020789,Мөн тусгай итгэж эрхлүүлсэн хүнгүй ажээ.
6288,common_voice_mn_19020800,Энэ үед залуус өрөөнд дайран орж ирсэн байлаа.
6289,common_voice_mn_19020811,Энэ хорвоо дээр надаас илүү арга самбаатай хүн байна уу?
6290,common_voice_mn_19020833,Гэртээ суугаад байхаар аз жаргалыг олж харахгүй.
6291,common_voice_mn_19020838,Түүнээс чинь ч илүү юм болно!
6292,common_voice_mn_19020840,"Хүн амын дунд архи, тамхины их хэрэглээ, осол гэмтлээс үүдэлтэй нас баралт өндөр байна."
6293,common_voice_mn_19020844,"Харамсалтай нь, эдгээр бүх хандлагыг хамтад нь уях ухагдахууны нэгж бүтээгүй байсан."
6294,common_voice_mn_19020846,Гэтэл дараа нь ийм явдал боллоо доо.
6295,common_voice_mn_19020852,"Тэгээд ч тэр үү, нэг хэсэг улайрч махраад бүхнийг мартжээ."
6296,common_voice_mn_19020856,"Олонд хүндлэгдсэн хүний бусдадаа болоод нийгэмд үзүүлж буй үлгэр дуурайл, сайхан сэтгэлийн тусламж юм."
6297,common_voice_mn_19020860,"Дүртэд Дагвын сэржмийг хулгайг дарах, хулгайчийг илрүүлэн барих, хулгайчийн амийг таслахад айлтгуулна."
6298,common_voice_mn_19020865,"Зуны нэг азарган бороотой шөнө нохой боргоох, дөрөө харших, хүн дуугарах чимээгээр би сэржээ."
6299,common_voice_mn_19020872,Нэг үгээр хэлэхэд ертөнцийг үзэх үзлий нь сонирхож байгаа юм.
6300,common_voice_mn_19020877,Сүүл рүүгээ тэд хачин жигтэй өвчин радио идэвхт цацрагаас үүссэнийг олж мэдлээ.
6301,common_voice_mn_19020882,Эр хүний жаргал эзгүй хээр гэдгийг тэр үед л мэдэрч эхэлсэн юм.
6302,common_voice_mn_19020883,Надад хэрхэн ханддагаас нь үл шалтгаалан би тэднийг ямагт хүндэтгэж явдаг.
6303,common_voice_mn_19020886,Бизнесээ сурталчлахын тулд хамгийн эхлээд энэтхэгчүүдийг энэхүү амттантай танилцуулахаар шийдэв.
6304,common_voice_mn_19020887,Тэдний тулааны нүргээн чимээ хавь ойрд нь цуурайтаж байсан гэдэг.
6305,common_voice_mn_19020895,Нээрээ л ойн гүнд жимийн зүүн талд тод гэрэл гарч байлаа.
6306,common_voice_mn_19020899,"Ахмадууд залуустаа үлгэр дуурайл үзүүлж, үндэсний өв уламжлалыг тэдэндээ үлдээх нэг төрлийн бэлтгэл юм."
6307,common_voice_mn_19023210,Галдан бошигт хаан хээрийн майхандаа гурван хоног гашуудан дуугаа хураав.
6308,common_voice_mn_19023220,Тэр хоёр хоёулаа өөр өөрийн гүн бодолд дарагдан дуугүй явцгааж байлаа.
6309,common_voice_mn_19023228,Ингэхдээ туршилтанд оролцогчид эхлээд доорх үсгүүдийг харуулжээ.
6310,common_voice_mn_19023229,"Балгандонойн сэржмийг худал хулгайг илчлэх, бүх барцад хорлолыг арилгах, хатуу үйлсийг даатгахад айлтгуулна."
6311,common_voice_mn_19023231,"Генетикийн өөрчлөлттэй хүнс аюултай гэдэг доктор, профессорын ихэнх нь хуульчид, шүдний эмч нар байдаг."
6312,common_voice_mn_19023240,Чамд би шанд нь алтан зоос өгнө гэж тэр хэлэв.
6313,common_voice_mn_19023243,Манай энэ нутагт жижигхэн хөх могой байдаг юм.
6314,common_voice_mn_19023249,Үр хүүхдээ тараг хоормог уулгаад унтуулж үзсэн үү?
6315,common_voice_mn_19023250,Тэрхүү хийдийн суваргын тэнд гайхамшигтай манжлага цамхагт өлгөсөн хонхны дуу хангинан жингэнэнэ.
6316,common_voice_mn_19023251,Өө өндөр дээдэс таны тухайд би баталж чадахгүй.
6317,common_voice_mn_19023252,"За байз, миний ажил ч хэзээний л ингээд заваарч байдгийг та ямар мэдэхгүй биш."
6318,common_voice_mn_19023256,Тэгсэн чинь муусайн гамингууд намайг л даапаалж явсан юм санж.
6319,common_voice_mn_19023259,Чиний эмнэлгийн дэвтэр дээрээс хаягийг чинь уншаад.
6320,common_voice_mn_19023260,Жэймстэй ширүүхэн маргалдсаны улмаас Бенжамин хувь заяагаа хайж олохоор Бостоныг орхин одлоо.
6321,common_voice_mn_19023266,"""""""Бэлэглэх зүйлээ одоо хүн бүр ингээд бичүүлнэ шүү"""" гэж багийн дарга хэлэв."""
6322,common_voice_mn_19023267,Гэвч нутгийнхаа нэг хүүхнээс болж тэр хоёрын түнжин хагарсныг хүмүүс тэр бүр мэдэхгүй байлаа.
6323,common_voice_mn_19023268,Иргэншсэн арга замаар төрийн хэргийг шийдэх бололцоо тэр үед бага байсан байх.
