row_index,audio_filepath,audio_exists,duration,text,split,text_raw
7192,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586723.wav,True,4.68,Гэвч тэр өчигдөр хэн байв гэдгийг би мэдэхийг хүсэж байна.,train,Гэвч тэр өчигдөр хэн байв гэдгийг би мэдэхийг хүсэж байна.
7193,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586724.wav,True,3.6,Ер нь цөөн хүн амьд үлдсэн юм даа.,train,Ер нь цөөн хүн амьд үлдсэн юм даа.
7194,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586726.wav,True,6.672,"Хэн төрд шургалж чадна тэр хүн төсвийн мөнгийг иднэ, үрэн таран хийнэ, дураараа өөрчилнө.",train,"Хэн төрд шургалж чадна тэр хүн төсвийн мөнгийг иднэ, үрэн таран хийнэ, дураараа өөрчилнө."
7195,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586727.wav,True,6.192,Хөл нь янгинан хөрч байснаа мэдээ алдан чинэрч байгаад халуу оргиж эхлэв.,train,Хөл нь янгинан хөрч байснаа мэдээ алдан чинэрч байгаад халуу оргиж эхлэв.
7196,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586728.wav,True,4.152,"Тиймээс, маш тодорхой бичгийн дурсгал байх л хэрэгтэй.",train,"Тиймээс, маш тодорхой бичгийн дурсгал байх л хэрэгтэй."
7197,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586729.wav,True,3.672,Цагаан хүмүүс биднийг олон юманд сургасан.,train,Цагаан хүмүүс биднийг олон юманд сургасан.
7198,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586730.wav,True,6.96,"Шанаа руугаа хүчтэй дэлсүүлснээс нүднээс нь гал бутран, нармай нь янгинах шиг болно.",train,"Шанаа руугаа хүчтэй дэлсүүлснээс нүднээс нь гал бутран, нармай нь янгинах шиг болно."
7199,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586740.wav,True,7.752,"Галт тэрэг түүнийг Парист, эгчид нь, ажил амьдралд нь хүргэж өгөхөөр Германаар дамжин явсаар.",train,"Галт тэрэг түүнийг Парист, эгчид нь, ажил амьдралд нь хүргэж өгөхөөр Германаар дамжин явсаар."
7200,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586741.wav,True,4.2,Харин өнөөдөр хүүхдээс мэдүүлэг авахыг бид зөвшөөрөхгүй.,val,Харин өнөөдөр хүүхдээс мэдүүлэг авахыг бид зөвшөөрөхгүй.
7201,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586743.wav,True,3.36,Тэнэмэл хүн өрөвдүүлэхийг л хүснэ ээ.,train,Тэнэмэл хүн өрөвдүүлэхийг л хүснэ ээ.
7202,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586744.wav,True,8.472,"""Каннын кино наадмын дэлгэцнээ """"Бид хэд"""" нэгдлийн бүтээл """"Хөхөө"""" богино хэмжээний кино гарчээ.""",val,"""Каннын кино наадмын дэлгэцнээ """"Бид хэд"""" нэгдлийн бүтээл """"Хөхөө"""" богино хэмжээний кино гарчээ."""
7203,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586751.wav,True,7.152,"Балчир үрстээ сархад балгуулчхаад баясаж суух нь эргээсээ хальж, савнаасаа сагасан цэнгэл гэлтэй.",train,"Балчир үрстээ сархад балгуулчхаад баясаж суух нь эргээсээ хальж, савнаасаа сагасан цэнгэл гэлтэй."
7204,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586752.wav,True,7.152,"Их хэмжээний хог хураасныг цагдаа нар камер шүүн, зөвлөгөөн болсны дараа баримтаар нотолсон.",train,"Их хэмжээний хог хураасныг цагдаа нар камер шүүн, зөвлөгөөн болсны дараа баримтаар нотолсон."
7205,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586753.wav,True,8.832,"Хэрэг дээрээ Сингапурын технократ засаг энэ бүхнийг хэдийн ухамсарлаж бодлого, практик хоёртоо засвар оруулсан.",train,"Хэрэг дээрээ Сингапурын технократ засаг энэ бүхнийг хэдийн ухамсарлаж бодлого, практик хоёртоо засвар оруулсан."
7206,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18586754.wav,True,5.4,"Жахарын доод талд малын зүрх, уушгийг тавьдаг байсан.",train,"Жахарын доод талд малын зүрх, уушгийг тавьдаг байсан."
7207,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18587145.wav,True,5.712,Цайвар өнгөтэй зөөлөн царай нь зуны наранд борлоод хоёр хацарт нь улаан туяа тусжээ.,train,Цайвар өнгөтэй зөөлөн царай нь зуны наранд борлоод хоёр хацарт нь улаан туяа тусжээ.
7208,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18587146.wav,True,3.552,Яс зарж баяжих болоогүй байна аа.,train,Яс зарж баяжих болоогүй байна аа.
7209,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18587147.wav,True,4.68,Тосгоноосоо ер холддоггүй болохоор та минь ч яаж мэдэх вэ дээ.,train,Тосгоноосоо ер холддоггүй болохоор та минь ч яаж мэдэх вэ дээ.
7210,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18587149.wav,True,4.8,Гэхдээ өмчийг хувьчлах санал бас менежментийн эрдэмтдээс гарсан.,val,Гэхдээ өмчийг хувьчлах санал бас менежментийн эрдэмтдээс гарсан.
7211,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619662.wav,True,7.992,Энэ бол төрийг ард болгох төсвийг хувааж идэх ардчиллын зам бус үнэлэмжийн нийгэм.,train,Энэ бол төрийг ард болгох төсвийг хувааж идэх ардчиллын зам бус үнэлэмжийн нийгэм.
7212,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619663.wav,True,8.28,"""Түүний хажууд """"яая даа, хуурамч аттестатаар залилсан хэрэг сөхөгдөнө"""" гэхээс өөр юм ер бодогдсонгүй.""",train,"""Түүний хажууд """"яая даа, хуурамч аттестатаар залилсан хэрэг сөхөгдөнө"""" гэхээс өөр юм ер бодогдсонгүй."""
7213,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619664.wav,True,5.76,"Манай залуучууд их ичимхий гэдэг нь кизомба сурах, бүжиглэхэд ч харагддаг.",train,"Манай залуучууд их ичимхий гэдэг нь кизомба сурах, бүжиглэхэд ч харагддаг."
7214,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619665.wav,True,5.232,Царай нь энгэсэг болон замын тоосонд зузаан дарагджээ.,val,Царай нь энгэсэг болон замын тоосонд зузаан дарагджээ.
7215,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619685.wav,True,3.912,Авгай миний биед юу байдаг билээ?,train,Авгай миний биед юу байдаг билээ?
7216,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619700.wav,True,4.68,Олон хоног чөдөрлөж унах тусам харшиж турж эцнэ.,train,Олон хоног чөдөрлөж унах тусам харшиж турж эцнэ.
7217,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619702.wav,True,7.032,Тэр эр Цэрэгмааг танимагцаа жолоогоо огцом татаад нэг л өөр болоод явчхав.,train,Тэр эр Цэрэгмааг танимагцаа жолоогоо огцом татаад нэг л өөр болоод явчхав.
7218,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619721.wav,True,6.6,Зах зээлд тулгуурлан ханшийг тогтоох амлалтаасаа няцлаа гэх шүүмжийг Хятадын ардын банк үгүйсгэв.,train,Зах зээлд тулгуурлан ханшийг тогтоох амлалтаасаа няцлаа гэх шүүмжийг Хятадын ардын банк үгүйсгэв.
7219,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619722.wav,True,7.08,"""Атомын шумбагч """"Охайо"""" загварын хөлөг онгоцон дахь пуужин харвах төхөөрөмжөө ч өөрчлөх боломжтой.""",train,"""Атомын шумбагч """"Охайо"""" загварын хөлөг онгоцон дахь пуужин харвах төхөөрөмжөө ч өөрчлөх боломжтой."""
7220,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619737.wav,True,6.48,"Ингэхийн тулд франц, испани, итали, герман, латин хэлийг бие даан сурчээ.",train,"Ингэхийн тулд франц, испани, итали, герман, латин хэлийг бие даан сурчээ."
7221,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619754.wav,True,3.72,Дахиад л хамаг хөлс хүчээ баран зүтгэх үү?,train,Дахиад л хамаг хөлс хүчээ баран зүтгэх үү?
7222,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619760.wav,True,3.6,Энэ бол цэвэр Эзэний маань мэдэх хэрэг.,train,Энэ бол цэвэр Эзэний маань мэдэх хэрэг.
7223,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619783.wav,True,4.152,Хэдэн сая малтай ямар уудам эх оронтой билээ?,train,Хэдэн сая малтай ямар уудам эх оронтой билээ?
7224,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619787.wav,True,5.64,"Энд, онолын болоод амьдралд хэрэгжүүлэх аль ч талбарт бэрхшээл тулгарсан.",train,"Энд, онолын болоод амьдралд хэрэгжүүлэх аль ч талбарт бэрхшээл тулгарсан."
7225,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619812.wav,True,3.48,Одоо гадуур хөл багатай байдаг юм гэв.,train,Одоо гадуур хөл багатай байдаг юм гэв.
7226,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619815.wav,True,4.032,Нэг газар суугаад байхаар шинэ юм олж үзэхгүй нь лав.,train,Нэг газар суугаад байхаар шинэ юм олж үзэхгүй нь лав.
7227,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619816.wav,True,3.96,Энэ муу хөгшин хулгайчийн эхнэрийг авч суух гэж үү.,train,Энэ муу хөгшин хулгайчийн эхнэрийг авч суух гэж үү.
7228,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619847.wav,True,5.712,Зэрлэг морьтон ардын дундах түүний засаг засаглал маргаангүй бодит зүйл байлаа.,train,Зэрлэг морьтон ардын дундах түүний засаг засаглал маргаангүй бодит зүйл байлаа.
7229,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619871.wav,True,8.112,"Тиймээс, засаг захиргааны бүрэлдэхүүн байнга солигддог, чадваргүй, үр ашиггүй байдал болон авлига нийтлэг байв.",train,"Тиймээс, засаг захиргааны бүрэлдэхүүн байнга солигддог, чадваргүй, үр ашиггүй байдал болон авлига нийтлэг байв."
7230,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619872.wav,True,4.08,Маргааш эхлээд хэдний өдөр дуусах билээ хэмээн бодов.,train,Маргааш эхлээд хэдний өдөр дуусах билээ хэмээн бодов.
7231,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619873.wav,True,4.152,Монгол хэл гарлын хувьд Алтай овгийн хэлэнд хамаардаг.,train,Монгол хэл гарлын хувьд Алтай овгийн хэлэнд хамаардаг.
7232,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619891.wav,True,4.32,"Харин араас нь юм уу, хажуугаас нь очсон нь дээр байх.",train,"Харин араас нь юм уу, хажуугаас нь очсон нь дээр байх."
7233,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619902.wav,True,8.64,"Мэдээлэл хэт ачаалагдах үзэгдэл нь дэс дараатай, зөв хөгжүүлсэн хураангуйлуур амин чухал гэдгийг илтгэдэг.",train,"Мэдээлэл хэт ачаалагдах үзэгдэл нь дэс дараатай, зөв хөгжүүлсэн хураангуйлуур амин чухал гэдгийг илтгэдэг."
7234,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619904.wav,True,4.32,Би бүгдийг сонсоод танд дамжуулж хэлье гэж мэлхий дуугарлаа.,train,Би бүгдийг сонсоод танд дамжуулж хэлье гэж мэлхий дуугарлаа.
7235,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18619905.wav,True,6.312,"Додижажаа номыг өвчнөөс үтэр түргэн салахад, мөн мэнгэ голлоход айлтгуулна.",train,"Додижажаа номыг өвчнөөс үтэр түргэн салахад, мөн мэнгэ голлоход айлтгуулна."
7236,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663922.wav,True,4.08,Түүнийг хэн ч ялгаагүй цааш нь харуулна.,train,Түүнийг хэн ч ялгаагүй цааш нь харуулна.
7237,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663926.wav,True,3.912,Та нарт их л үнэтэй тусна даа!,train,Та нарт их л үнэтэй тусна даа!
7238,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663931.wav,True,5.64,Эцэг эх маань нас барсныг юуны өмнө та бүхэнд хэлэх ёстой.,train,Эцэг эх маань нас барсныг юуны өмнө та бүхэнд хэлэх ёстой.
7239,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663932.wav,True,10.08,Иймэрхүү бөө нэрийг дорд үзэн Буддын шашныг өргөмжилсөн агуулга Юмсуновын бүтээлд илүүтэй ажиглагдаж байна.,train,Иймэрхүү бөө нэрийг дорд үзэн Буддын шашныг өргөмжилсөн агуулга Юмсуновын бүтээлд илүүтэй ажиглагдаж байна.
7240,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663935.wav,True,7.8,"Гэхдээ шинэ хорооллын суурь жилийн өмнө тавигдаж, орон сууцны арваад байшин хэдийн босжээ.",train,"Гэхдээ шинэ хорооллын суурь жилийн өмнө тавигдаж, орон сууцны арваад байшин хэдийн босжээ."
7241,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663941.wav,True,4.56,Мөнгө хоол болдоггүйг бүгд ухаарах болно.,train,Мөнгө хоол болдоггүйг бүгд ухаарах болно.
7242,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663948.wav,True,3.192,Бидний үйлс нэг л тэнгэргүй байна.,train,Бидний үйлс нэг л тэнгэргүй байна.
7243,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663957.wav,True,8.04,"""Чинбаттай ярилцсаны дараа бид нэгэнт """"Нислэг"""" төвд ирсэн учир онгоцоор нисэж үзэхээр шийдлээ.""",train,"""Чинбаттай ярилцсаны дараа бид нэгэнт """"Нислэг"""" төвд ирсэн учир онгоцоор нисэж үзэхээр шийдлээ."""
7244,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663958.wav,True,4.2,Гэвч түүний сэтгэл зүрх үүнд тэмүүлдэггүй.,train,Гэвч түүний сэтгэл зүрх үүнд тэмүүлдэггүй.
7245,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663963.wav,True,5.04,Цагаа тулахаар бас юм гэдэг чинь бас барьц алдуулдаг л юм байна.,train,Цагаа тулахаар бас юм гэдэг чинь бас барьц алдуулдаг л юм байна.
7246,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663968.wav,True,4.752,Ижил төрлийн байгууллагад өөр төрлийн ажил хайж олно.,test,Ижил төрлийн байгууллагад өөр төрлийн ажил хайж олно.
7247,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663971.wav,True,4.32,Эвлэн зохицохын эхлэл нь тэнцвэр байдаг.,train,Эвлэн зохицохын эхлэл нь тэнцвэр байдаг.
7248,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663973.wav,True,5.16,Мадридын тэнгэрт гэгээ сүүмэлзэж өглөөний агаар сэвэлзэнэ.,train,Мадридын тэнгэрт гэгээ сүүмэлзэж өглөөний агаар сэвэлзэнэ.
7249,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663978.wav,True,8.112,"Хөгжил бус хүндрэл, цаашлаад хямралын эх үндэс нь нарийн тооцоогүй, тууштай хэрэгжүүлээгүй төслүүд болдог.",train,"Хөгжил бус хүндрэл, цаашлаад хямралын эх үндэс нь нарийн тооцоогүй, тууштай хэрэгжүүлээгүй төслүүд болдог."
7250,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663980.wav,True,4.56,Багаасаа тэр үлгэр туульст зүрх сэтгэлээ өгсөн хүүхэд.,train,Багаасаа тэр үлгэр туульст зүрх сэтгэлээ өгсөн хүүхэд.
7251,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663984.wav,True,4.8,"Ямар ч л байсан аав, ээж хоёрт үзүүлж болохгүй гэдгийг ойлгож байв.",val,"Ямар ч л байсан аав, ээж хоёрт үзүүлж болохгүй гэдгийг ойлгож байв."
7252,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663986.wav,True,7.392,Ханиад хүндэрсэн үед яаран антибиотик хэрэглэх нь хүүхдийн тань эрүүл мэндэд сөрөг нөлөөтэй.,train,Ханиад хүндэрсэн үед яаран антибиотик хэрэглэх нь хүүхдийн тань эрүүл мэндэд сөрөг нөлөөтэй.
7253,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663987.wav,True,5.472,Хадаг сүйгээ тавьж авсан миний жинхэнэ бэр бол Гэрэл юм шүү.,train,Хадаг сүйгээ тавьж авсан миний жинхэнэ бэр бол Гэрэл юм шүү.
7254,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663989.wav,True,5.04,Бид яах ч аргагүй ацан шалаанд орох үе цөөнгүй байдаг.,train,Бид яах ч аргагүй ацан шалаанд орох үе цөөнгүй байдаг.
7255,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18663993.wav,True,3.48,Чи дархан цаазтай амьтны зураг цуглуул.,train,Чи дархан цаазтай амьтны зураг цуглуул.
7256,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664007.wav,True,5.28,Өөрийнхөө хоногийн хоолыг яая гэж байж охиндоо энэ их мөнгийг хадгалдаг.,test,Өөрийнхөө хоногийн хоолыг яая гэж байж охиндоо энэ их мөнгийг хадгалдаг.
7257,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664020.wav,True,5.16,Тэгвэл яагаад таны хөрөгийг талийгаачийн амнаас олсон юм бэ?,train,Тэгвэл яагаад таны хөрөгийг талийгаачийн амнаас олсон юм бэ?
7258,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664024.wav,True,6.432,"""""""Дорноговь аймгийн Ноён-Овоо суманд ажиллаж буй оюутан Сарангаа""""с гэсэн байв.""",train,"""""""Дорноговь аймгийн Ноён-Овоо суманд ажиллаж буй оюутан Сарангаа""""с гэсэн байв."""
7259,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664026.wav,True,8.712,Япон улсын Кибер аюулгүй байдлын сайд Ёшитака Сакурада компьютер хэрэглэж үзээгүйгээ хүлээн зөвшөөрчээ.,train,Япон улсын Кибер аюулгүй байдлын сайд Ёшитака Сакурада компьютер хэрэглэж үзээгүйгээ хүлээн зөвшөөрчээ.
7260,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664032.wav,True,3.792,Харин би хүүхэд байхдаа энэ тухай их боддог байсан.,train,Харин би хүүхэд байхдаа энэ тухай их боддог байсан.
7261,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664038.wav,True,4.992,Адилхан эх хүн байж тэдэндээ хэтэрхий хатуу ханддаг байсан байх.,train,Адилхан эх хүн байж тэдэндээ хэтэрхий хатуу ханддаг байсан байх.
7262,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664040.wav,True,3.36,Цаашилтал мөн л нэг чимээ гарлаа.,train,Цаашилтал мөн л нэг чимээ гарлаа.
7263,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664041.wav,True,6.672,"""""""Эр нөхрөө даган улсын хил дээр үүрэг гүйцэтгэж яваа бүсгүйчүүддээ баяр хүргэе"""" гэв.""",train,"""""""Эр нөхрөө даган улсын хил дээр үүрэг гүйцэтгэж яваа бүсгүйчүүддээ баяр хүргэе"""" гэв."""
7264,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664044.wav,True,4.44,Хүмүүс энэ киноны дүрийг яаж хүлээж авч байгаа нь үнэхээр хөгжилтэй.,train,Хүмүүс энэ киноны дүрийг яаж хүлээж авч байгаа нь үнэхээр хөгжилтэй.
7265,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664046.wav,True,4.32,Тэд газар онгилон бие биесийг ээлжлэн түрж элдэнэ.,train,Тэд газар онгилон бие биесийг ээлжлэн түрж элдэнэ.
7266,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664050.wav,True,5.4,Бид тантай Монголчуудын уг гарал үүслийн талаар ярилцахыг хүсэж байна.,train,Бид тантай Монголчуудын уг гарал үүслийн талаар ярилцахыг хүсэж байна.
7267,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664055.wav,True,5.64,Шатахуун импортлогчид сонгууль болохоор л улстөрчдийг санхүүгээр дэмждэг нь нууц биш.,train,Шатахуун импортлогчид сонгууль болохоор л улстөрчдийг санхүүгээр дэмждэг нь нууц биш.
7268,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664066.wav,True,6.12,"""""""Би ийм л үг чамаасаа сонсох гэж гурав хоног ирээгүй юм"""" гэж сэтгэлдээ шивнэв.""",train,"""""""Би ийм л үг чамаасаа сонсох гэж гурав хоног ирээгүй юм"""" гэж сэтгэлдээ шивнэв."""
7269,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664075.wav,True,4.992,Хөхрөхөө больсны дараа жонон түрүүчийнхээсээ улам илүү уурлав.,train,Хөхрөхөө больсны дараа жонон түрүүчийнхээсээ улам илүү уурлав.
7270,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664082.wav,True,2.712,Харин чи надад тусал л даа.,train,Харин чи надад тусал л даа.
7271,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18664089.wav,True,3.84,Одоо ч тэгж ярьцгааж байгаа юм чинь!,train,Одоо ч тэгж ярьцгааж байгаа юм чинь!
7272,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674548.wav,True,7.512,"Тус шийдэл бэлэн болсноор кодчилол цэгцэрч, монгол бичгийн цахим хөгжил урагшлах юм байна.",train,"Тус шийдэл бэлэн болсноор кодчилол цэгцэрч, монгол бичгийн цахим хөгжил урагшлах юм байна."
7273,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674549.wav,True,4.2,Өглөө болоход тэд далайн эрэгт ирсэн байлаа.,train,Өглөө болоход тэд далайн эрэгт ирсэн байлаа.
7274,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674550.wav,True,3.84,Өөрөө жаахан хоол аялуулан идэж байя!,train,Өөрөө жаахан хоол аялуулан идэж байя!
7275,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674551.wav,True,4.08,Одоохон уучлалт гуйхгүй бол эндээс зайл!,train,Одоохон уучлалт гуйхгүй бол эндээс зайл!
7276,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674553.wav,True,4.44,Түүнд орвол сүүлчийнхээ зоосыг архинаас өгсөн нь дээр!,train,Түүнд орвол сүүлчийнхээ зоосыг архинаас өгсөн нь дээр!
7277,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674555.wav,True,5.952,"Гагнуурын цахилгаан, хагас автомат, аргон гэсэн гурван төрлөөр тэмцээн болж байна.",train,"Гагнуурын цахилгаан, хагас автомат, аргон гэсэн гурван төрлөөр тэмцээн болж байна."
7278,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674556.wav,True,4.152,Түүний дараа үдээс хойш яаж өнгөрснийг сайн санадаггүй юм.,train,Түүний дараа үдээс хойш яаж өнгөрснийг сайн санадаггүй юм.
7279,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674557.wav,True,6.912,Цагийн эрхээр Эрэгтэйчүүдийн хөдөлгөөний үйл ажиллагаа хуулийн өөрчлөлт болон ажлын байр солигдоход хүргэдэг.,val,Цагийн эрхээр Эрэгтэйчүүдийн хөдөлгөөний үйл ажиллагаа хуулийн өөрчлөлт болон ажлын байр солигдоход хүргэдэг.
7280,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674558.wav,True,7.992,Ийм түүхийг бичиж туурвихад Жеремиа Күртин шиг тэнцэх англи зохиолч үгүй билээ.,test,Ийм түүхийг бичиж туурвихад Жеремиа Күртин шиг тэнцэх англи зохиолч үгүй билээ.
7281,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674559.wav,True,5.712,"Хараагийн голд хоноод, Бороогийн голд үлдэхээр явахад бага үдийн үе байв.",train,"Хараагийн голд хоноод, Бороогийн голд үлдэхээр явахад бага үдийн үе байв."
7282,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674562.wav,True,3.6,Авчиръя гэхээр арай болоогүй байна даа.,train,Авчиръя гэхээр арай болоогүй байна даа.
7283,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674563.wav,True,4.08,Ингэх нь үнэтэй юм шиг санагдаж болно.,train,Ингэх нь үнэтэй юм шиг санагдаж болно.
7284,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674564.wav,True,9.48,"Хууль тогтоогчид, бодлого боловсруулагчид, судлаачдад энэ эмхэтгэл чухал эх сурвалж болно гэлээ.",train,"Хууль тогтоогчид, бодлого боловсруулагчид, судлаачдад энэ эмхэтгэл чухал эх сурвалж болно гэлээ."
7285,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674566.wav,True,6.84,Стёвельс танд гэж хэлэхэд та надад шударгаар хариулсан нь дээр.,train,Стёвельс танд гэж хэлэхэд та надад шударгаар хариулсан нь дээр.
7286,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674567.wav,True,3.672,Бага асарт оруул гэж зарлиг буулгав.,train,Бага асарт оруул гэж зарлиг буулгав.
7287,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674569.wav,True,7.44,Тэр бээр торгуулийн тойрогт Мороккогийн жүдочийг цэвэр ялснаар медалийн төлөө барилдахаар болов.,train,Тэр бээр торгуулийн тойрогт Мороккогийн жүдочийг цэвэр ялснаар медалийн төлөө барилдахаар болов.
7288,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674570.wav,True,8.832,"Анхны цайны ургамлыг Сига мужид суулгаж, улмаар Японы төв болон өмнөд мужуудад тархжээ.",train,"Анхны цайны ургамлыг Сига мужид суулгаж, улмаар Японы төв болон өмнөд мужуудад тархжээ."
7289,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674572.wav,True,7.152,"Энэ төсвийг жаалуудаас харамлаж, жалга довны зүйлд зарлагадсан гэж хардахаас өөр арга алга.",train,"Энэ төсвийг жаалуудаас харамлаж, жалга довны зүйлд зарлагадсан гэж хардахаас өөр арга алга."
7290,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674573.wav,True,3.192,Чи энэ талаар бодож үзсэн үү?,train,Чи энэ талаар бодож үзсэн үү?
7291,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674574.wav,True,6.72,"""""""Үгүй шүү дээ, орхисон бол Сэвжидэд л үлдээсэн байж мэдэшгүй"""" гэв.""",val,"""""""Үгүй шүү дээ, орхисон бол Сэвжидэд л үлдээсэн байж мэдэшгүй"""" гэв."""
7292,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674577.wav,True,8.76,Домогт алмасны орон гэр болох Хубэй мужийн Шеннонжиа ойг ЮНЕСКО-д саяхан бүртгүүлжээ.,train,Домогт алмасны орон гэр болох Хубэй мужийн Шеннонжиа ойг ЮНЕСКО-д саяхан бүртгүүлжээ.
7293,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674579.wav,True,4.44,Хаа ч явсан түүнийхээ төлөө дуугарахгүй өнгөрнө гэж үгүй.,train,Хаа ч явсан түүнийхээ төлөө дуугарахгүй өнгөрнө гэж үгүй.
7294,D:\Projects\speech-recognition-demo\audios\common_voice_mn_18674583.wav,True,6.48,Бөмбөгөө хураалгахаас зайлсхийн зүгээр л ойролцоох тоглогч руу чиглүүлээд чулуудаж орхив.,train,Бөмбөгөө хураалгахаас зайлсхийн зүгээр л ойролцоох тоглогч руу чиглүүлээд чулуудаж орхив.
